date,symbol,strategy_name,model_name,signal,target_weight,score,confidence,horizon,reasoning,status,created_at
2021-04-30,AAPL,risk_balanced_blend,synthetic_factor_baseline,1.0,0.1540836163345959,0.2380007205080815,0.09520028820323259,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-04-30,ASML.AS,risk_balanced_blend,synthetic_factor_baseline,1.0,0.09307098874634455,0.14375936200723802,0.057503744802895204,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-04-30,ENEL.MI,risk_balanced_blend,synthetic_factor_baseline,1.0,0.10214711666400793,0.15777853572092243,0.06311141428836897,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-04-30,ISP.MI,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.3180582196960948,0.527223287878438,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-04-30,MSFT,risk_balanced_blend,synthetic_factor_baseline,1.0,0.32534913912752583,0.8844425765706796,0.3537770306282718,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-04-30,NVDA,risk_balanced_blend,synthetic_factor_baseline,1.0,0.32534913912752583,0.5861826726061338,0.23447306904245352,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-04-30,SAP.DE,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-0.07692353043289243,0.030769412173156974,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-04-30,SPY,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-0.8155521229614672,0.3262208491845869,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.579192+00:00
2021-05-31,AAPL,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.0192545292190456,0.4077018116876182,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-05-31,ASML.AS,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.182881981562093,0.4731527926248372,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-05-31,ENEL.MI,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.8085347386247408,0.7234138954498963,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-05-31,ISP.MI,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.0965054158917438,0.4386021663566975,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-05-31,MSFT,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.5281418055192246,0.6112567222076899,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-05-31,NVDA,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.1651878642029536,0.46607514568118147,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-05-31,SAP.DE,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.0728153207823787,0.4291261283129515,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-05-31,SPY,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-0.8139419640018146,0.32557678560072584,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.582804+00:00
2021-06-30,AAPL,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-0.8750013920200845,0.3500005568080338,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.586799+00:00
2021-06-30,ASML.AS,risk_balanced_blend,synthetic_factor_baseline,1.0,0.41053729922722637,0.3759072841824123,0.15036291367296492,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.586799+00:00
2021-06-30,ENEL.MI,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-0.822284138999459,0.3289136555997836,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.586799+00:00
2021-06-30,ISP.MI,risk_balanced_blend,synthetic_factor_baseline,-1.0,0.0,-1.2670972207441318,0.5068388882976527,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.586799+00:00
2021-06-30,MSFT,risk_balanced_blend,synthetic_factor_baseline,1.0,0.41053729922722637,0.8715420785121482,0.3486168314048593,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.586799+00:00
2021-06-30,NVDA,risk_balanced_blend,synthetic_factor_baseline,1.0,0.08909923567247305,0.0759602086218111,0.030384083448724442,21D,"Blend di z-score prezzo, momentum a 63 sedute e penalita' per volatilita' recente.",paper,2026-05-23T18:18:53.586799+00:00
